0 0.019727
1 0.019352
2 0.019040
3 0.018489
4 0.018026
5 0.017781
6 0.017447
7 0.017597
8 0.016929
9 0.016383
10 0.016158
11 0.016019
12 0.015414
13 0.015279
14 0.015050
15 0.014733
16 0.014380
17 0.014069
18 0.013804
19 0.013689
20 0.013418
21 0.012806
22 0.012562
23 0.012511
24 0.012140
25 0.012124
26 0.011748
27 0.011471
28 0.011300
29 0.011012
30 0.010889
31 0.010546
32 0.010500
33 0.010286
34 0.010065
35 0.009866
36 0.009793
37 0.009463
38 0.009170
39 0.009111
40 0.008788
41 0.008657
42 0.008511
43 0.008341
44 0.008065
45 0.008084
46 0.008080
47 0.007658
48 0.007705
49 0.007508
50 0.007401
51 0.007220
52 0.007004
53 0.006866
54 0.006846
55 0.006520
56 0.006412
57 0.006333
58 0.006141
59 0.005970
60 0.005819
61 0.005948
62 0.005744
63 0.005562
64 0.005542
65 0.005320
66 0.005181
67 0.005191
68 0.005085
69 0.004966
70 0.004894
71 0.004848
72 0.004755
73 0.004642
74 0.004452
75 0.004458
76 0.004425
77 0.004286
78 0.004073
79 0.004154
80 0.003994
81 0.003855
82 0.003824
83 0.003843
84 0.003662
85 0.003581
86 0.003576
87 0.003451
88 0.003292
89 0.003378
90 0.003250
91 0.003265
92 0.003112
93 0.003072
94 0.002992
95 0.002898
96 0.002928
97 0.002792
98 0.002807
99 0.138826
