0 0.048829
1 0.046394
2 0.043851
3 0.041906
4 0.039818
5 0.037780
6 0.036477
7 0.034299
8 0.032837
9 0.031342
10 0.029377
11 0.028074
12 0.027010
13 0.025517
14 0.024252
15 0.022814
16 0.021613
17 0.020768
18 0.019806
19 0.018848
20 0.017995
21 0.017162
22 0.016282
23 0.015537
24 0.014476
25 0.013747
26 0.013326
27 0.012787
28 0.011971
29 0.011432
30 0.010841
31 0.010388
32 0.009945
33 0.009400
34 0.008820
35 0.008463
36 0.007969
37 0.007655
38 0.007313
39 0.007105
40 0.006657
41 0.006347
42 0.005933
43 0.005745
44 0.005440
45 0.005149
46 0.004988
47 0.004613
48 0.004496
49 0.004154
50 0.004006
51 0.003723
52 0.003697
53 0.003463
54 0.003348
55 0.003100
56 0.002980
57 0.002816
58 0.002716
59 0.002630
60 0.002397
61 0.002381
62 0.002163
63 0.002079
64 0.001920
65 0.001873
66 0.001817
67 0.001739
68 0.001595
69 0.001513
70 0.001456
71 0.001401
72 0.001378
73 0.001307
74 0.001210
75 0.001129
76 0.001084
77 0.001013
78 0.001025
79 0.000938
80 0.000884
81 0.000876
82 0.000824
83 0.000785
84 0.000723
85 0.000702
86 0.000654
87 0.000614
88 0.000570
89 0.000577
90 0.000572
91 0.000524
92 0.000466
93 0.000492
94 0.000472
95 0.000426
96 0.000414
97 0.000392
98 0.000378
99 0.007010
