0 0.180756
1 0.148329
2 0.121673
3 0.100020
4 0.081054
5 0.066564
6 0.055049
7 0.044974
8 0.036661
9 0.029950
10 0.024377
11 0.020216
12 0.016341
13 0.013390
14 0.010965
15 0.009044
16 0.007406
17 0.005997
18 0.004784
19 0.004182
20 0.003341
21 0.002667
22 0.002209
23 0.001781
24 0.001507
25 0.001289
26 0.000971
27 0.000801
28 0.000678
29 0.000553
30 0.000457
31 0.000360
32 0.000297
33 0.000241
34 0.000203
35 0.000174
36 0.000106
37 0.000100
38 0.000107
39 0.000067
40 0.000059
41 0.000048
42 0.000036
43 0.000037
44 0.000032
45 0.000025
46 0.000019
47 0.000014
48 0.000019
49 0.000012
50 0.000012
51 0.000008
52 0.000008
53 0.000004
54 0.000004
55 0.000006
56 0.000001
57 0.000002
58 0.000003
59 0.000003
60 0.000000
61 0.000001
62 0.000000
63 0.000002
64 0.000001
65 0.000001
66 0.000000
67 0.000000
68 0.000001
69 0.000000
70 0.000000
71 0.000000
72 0.000000
73 0.000001
74 0.000000
75 0.000000
76 0.000000
77 0.000000
78 0.000000
79 0.000000
80 0.000000
81 0.000000
82 0.000000
83 0.000000
84 0.000000
85 0.000000
86 0.000000
87 0.000000
88 0.000000
89 0.000000
90 0.000000
91 0.000000
92 0.000000
93 0.000000
94 0.000000
95 0.000000
96 0.000000
97 0.000000
98 0.000000
99 0.000000
