0 0.072082
1 0.047644
2 0.037495
3 0.031389
4 0.027463
5 0.024322
6 0.022316
7 0.020635
8 0.019373
9 0.017874
10 0.017217
11 0.016247
12 0.015691
13 0.014798
14 0.013960
15 0.013612
16 0.013241
17 0.012721
18 0.012483
19 0.012029
20 0.011708
21 0.011226
22 0.010927
23 0.010687
24 0.010520
25 0.010012
26 0.009973
27 0.010028
28 0.009667
29 0.009270
30 0.009186
31 0.008999
32 0.008793
33 0.008602
34 0.008605
35 0.008532
36 0.008450
37 0.008337
38 0.007861
39 0.007869
40 0.007733
41 0.007609
42 0.007585
43 0.007486
44 0.007391
45 0.007208
46 0.007262
47 0.007050
48 0.006974
49 0.006898
50 0.006749
51 0.006790
52 0.006763
53 0.006521
54 0.006615
55 0.006353
56 0.006391
57 0.006415
58 0.006468
59 0.006156
60 0.006132
61 0.006067
62 0.006047
63 0.006009
64 0.005957
65 0.005780
66 0.005833
67 0.005676
68 0.005565
69 0.005556
70 0.005527
71 0.005614
72 0.005396
73 0.005462
74 0.005377
75 0.005505
76 0.005426
77 0.005298
78 0.005301
79 0.005241
80 0.005224
81 0.005172
82 0.005043
83 0.004919
84 0.005090
85 0.005026
86 0.004968
87 0.004936
88 0.004809
89 0.004789
90 0.004894
91 0.004788
92 0.004779
93 0.004711
94 0.004734
95 0.004755
96 0.004576
97 0.004593
98 0.004674
99 0.004490
