0 0.122969
1 0.070368
2 0.051221
3 0.040201
4 0.034225
5 0.029156
6 0.025935
7 0.023169
8 0.020912
9 0.019399
10 0.018205
11 0.016834
12 0.015489
13 0.014784
14 0.013988
15 0.013372
16 0.012645
17 0.012329
18 0.011610
19 0.011193
20 0.010737
21 0.010422
22 0.010179
23 0.009797
24 0.009362
25 0.009165
26 0.008728
27 0.008680
28 0.008451
29 0.008104
30 0.007796
31 0.007683
32 0.007485
33 0.007349
34 0.007250
35 0.006936
36 0.006967
37 0.006713
38 0.006528
39 0.006508
40 0.006244
41 0.006262
42 0.006153
43 0.006045
44 0.005714
45 0.005628
46 0.005696
47 0.005428
48 0.005471
49 0.005276
50 0.005253
51 0.005193
52 0.005107
53 0.005041
54 0.005026
55 0.004852
56 0.004846
57 0.004737
58 0.004706
59 0.004694
60 0.004633
61 0.004528
62 0.004471
63 0.004410
64 0.004412
65 0.004350
66 0.004329
67 0.004288
68 0.004270
69 0.004158
70 0.004014
71 0.004099
72 0.003922
73 0.003977
74 0.003901
75 0.003949
76 0.003675
77 0.003808
78 0.003735
79 0.003658
80 0.003761
81 0.003583
82 0.003576
83 0.003512
84 0.003576
85 0.003454
86 0.003468
87 0.003418
88 0.003383
89 0.003377
90 0.003387
91 0.003158
92 0.003307
93 0.003296
94 0.003279
95 0.003274
96 0.003088
97 0.003084
98 0.003148
99 0.003068
