0 0.278014
1 0.120473
2 0.074272
3 0.052673
4 0.039909
5 0.032326
6 0.026629
7 0.022752
8 0.020102
9 0.017585
10 0.015616
11 0.014230
12 0.012907
13 0.011763
14 0.010806
15 0.010007
16 0.009256
17 0.008640
18 0.008085
19 0.007568
20 0.007101
21 0.006708
22 0.006515
23 0.006022
24 0.005874
25 0.005536
26 0.005378
27 0.005199
28 0.005003
29 0.004770
30 0.004401
31 0.004430
32 0.004174
33 0.003997
34 0.003891
35 0.003742
36 0.003610
37 0.003472
38 0.003364
39 0.003363
40 0.003189
41 0.003166
42 0.003086
43 0.002990
44 0.002911
45 0.002772
46 0.002627
47 0.002649
48 0.002597
49 0.002508
50 0.002474
51 0.002446
52 0.002278
53 0.002357
54 0.002252
55 0.002263
56 0.002233
57 0.002064
58 0.002080
59 0.002149
60 0.001995
61 0.001964
62 0.001845
63 0.001938
64 0.001803
65 0.001741
66 0.001784
67 0.001765
68 0.001750
69 0.001660
70 0.001653
71 0.001625
72 0.001552
73 0.001549
74 0.001519
75 0.001482
76 0.001469
77 0.001566
78 0.001409
79 0.001419
80 0.001409
81 0.001409
82 0.001412
83 0.001346
84 0.001353
85 0.001274
86 0.001364
87 0.001324
88 0.001288
89 0.001296
90 0.001289
91 0.001222
92 0.001180
93 0.001243
94 0.001155
95 0.001173
96 0.001170
97 0.001181
98 0.001102
99 0.001068
